"island";"year";"month";"site";"coreID";"class1";"x";"dens"
"Bubaque";2018;10;"E";"C3E12";"Gastropoda";0;0
"Bubaque";2018;10;"E";"C3E2";"Gastropoda";0;0
"Bubaque";2018;10;"E";"C3E3";"Gastropoda";0;0
"Bubaque";2018;10;"E";"C3E4";"Gastropoda";0;0
"Bubaque";2018;10;"E";"C3E5";"Gastropoda";0;0
"Bubaque";2018;10;"E";"C3E6";"Gastropoda";0;0
"Bubaque";2018;10;"E";"C3E7";"Gastropoda";0;0
"Bubaque";2018;10;"E";"C3E8";"Gastropoda";0;0
"Bubaque";2018;10;"E";"C3E9";"Gastropoda";0;0
"Orango";2019;3;"AD";"C41T1";"Gastropoda";0;0
"Orango";2019;10;"AD";"C41T2";"Gastropoda";0;0
"Orango";2018;10;"AD";"C42T0";"Gastropoda";0;0
"Orango";2019;3;"AD";"C42T1";"Gastropoda";0;0
"Orango";2019;10;"AD";"C42T2";"Gastropoda";0;0
"Orango";2019;3;"AD";"C43T1";"Gastropoda";0;0
"Orango";2019;10;"AD";"C43T2";"Gastropoda";0;0
"Orango";2018;10;"AD";"C44T0";"Gastropoda";0;0
"Orango";2019;10;"AD";"C44T2";"Gastropoda";1;88.4955752212389
"Orango";2019;3;"AD";"C45T1";"Gastropoda";0;0
"Orango";2019;10;"AD";"C45T2";"Gastropoda";0;0
"Orango";2018;10;"AD";"C46T0";"Gastropoda";0;0
"Orango";2019;3;"AD";"C46T1";"Gastropoda";6;530.973451327434
"Orango";2019;10;"AD";"C46T2";"Gastropoda";0;0
"Bubaque";2018;11;"BI";"C4BI1";"Gastropoda";0;0
"Bubaque";2018;11;"BI";"C4BI10";"Gastropoda";7;891.71974522293
"Bubaque";2018;11;"BI";"C4BI11";"Gastropoda";0;0
"Bubaque";2018;11;"BI";"C4BI12";"Gastropoda";2;254.777070063694
"Bubaque";2018;11;"BI";"C4BI2";"Gastropoda";0;0
"Bubaque";2018;11;"BI";"C4BI3";"Gastropoda";0;0
"Bubaque";2018;11;"BI";"C4BI4";"Gastropoda";0;0
"Bubaque";2018;11;"BI";"C4BI5";"Gastropoda";1;127.388535031847
"Bubaque";2018;11;"BI";"C4BI6";"Gastropoda";0;0
"Bubaque";2018;11;"BI";"C4BI7";"Gastropoda";4;509.554140127389
"Bubaque";2018;11;"BI";"C4BI8";"Gastropoda";1;127.388535031847
"Bubaque";2018;11;"BI";"C4BI9";"Gastropoda";0;0
"Bubaque";2018;11;"BR";"C4BR1";"Gastropoda";0;0
"Bubaque";2018;11;"BR";"C4BR10";"Gastropoda";2;254.777070063694
"Bubaque";2018;11;"BR";"C4BR11";"Gastropoda";1;127.388535031847
"Bubaque";2018;11;"BR";"C4BR12";"Gastropoda";0;0
"Bubaque";2018;11;"BR";"C4BR2";"Gastropoda";0;0
"Bubaque";2018;11;"BR";"C4BR3";"Gastropoda";0;0
"Bubaque";2018;11;"BR";"C4BR4";"Gastropoda";0;0
"Bubaque";2018;11;"BR";"C4BR5";"Gastropoda";0;0
"Bubaque";2018;11;"BR";"C4BR6";"Gastropoda";0;0
"Bubaque";2018;11;"BR";"C4BR7";"Gastropoda";0;0
"Bubaque";2018;11;"BR";"C4BR8";"Gastropoda";0;0
"Bubaque";2018;11;"BR";"C4BR9";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E1";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E10";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E11";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E12";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E2";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E3";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E4";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E5";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E6";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E7";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E8";"Gastropoda";0;0
"Bubaque";2018;11;"E";"C4E9";"Gastropoda";0;0
"Orango";2018;10;"AD";"C51T0";"Gastropoda";0;0
"Orango";2019;3;"AD";"C51T1";"Gastropoda";4;353.982300884956
"Orango";2019;10;"AD";"C51T2";"Gastropoda";0;0
"Orango";2018;10;"AD";"C52T0";"Gastropoda";0;0
"Orango";2019;3;"AD";"C52T1";"Gastropoda";0;0
"Orango";2019;10;"AD";"C52T2";"Gastropoda";0;0
"Orango";2018;10;"AD";"C53T0";"Gastropoda";0;0
"Orango";2019;3;"AD";"C53T1";"Gastropoda";1;88.4955752212389
"Orango";2019;10;"AD";"C53T2";"Gastropoda";0;0
"Orango";2018;10;"AD";"C54T0";"Gastropoda";0;0
"Orango";2019;3;"AD";"C54T1";"Gastropoda";1;88.4955752212389
"Orango";2019;10;"AD";"C54T2";"Gastropoda";0;0
"Orango";2018;10;"AD";"C55T0";"Gastropoda";0;0
"Orango";2019;3;"AD";"C55T1";"Gastropoda";2;176.991150442478
"Orango";2019;10;"AD";"C55T2";"Gastropoda";0;0
"Orango";2019;10;"AD";"C56T2";"Gastropoda";0;0
"Formosa";2018;12;"A";"C5A1";"Gastropoda";0;0
"Formosa";2018;12;"A";"C5A10";"Gastropoda";1;127.388535031847
"Formosa";2018;12;"A";"C5A11";"Gastropoda";0;0
"Formosa";2018;12;"A";"C5A12";"Gastropoda";1;127.388535031847
"Formosa";2018;12;"A";"C5A2";"Gastropoda";0;0
"Formosa";2018;12;"A";"C5A3";"Gastropoda";0;0
"Formosa";2018;12;"A";"C5A4";"Gastropoda";0;0
"Formosa";2018;12;"A";"C5A5";"Gastropoda";0;0
"Formosa";2018;12;"A";"C5A6";"Gastropoda";2;254.777070063694
"Formosa";2018;12;"A";"C5A7";"Gastropoda";0;0
"Formosa";2018;12;"A";"C5A8";"Gastropoda";0;0
"Formosa";2018;12;"A";"C5A9";"Gastropoda";1;127.388535031847
"Formosa";2018;12;"AB";"C5AB1";"Gastropoda";0;0
"Formosa";2018;12;"AB";"C5AB10";"Gastropoda";5;636.942675159236
"Formosa";2018;12;"AB";"C5AB11";"Gastropoda";0;0
"Formosa";2018;12;"AB";"C5AB12";"Gastropoda";0;0
"Formosa";2018;12;"AB";"C5AB2";"Gastropoda";2;254.777070063694
"Formosa";2018;12;"AB";"C5AB3";"Gastropoda";2;254.777070063694
"Formosa";2018;12;"AB";"C5AB4";"Gastropoda";22;2802.54777070064
"Formosa";2018;12;"AB";"C5AB5";"Gastropoda";4;509.554140127389
"Formosa";2018;12;"AB";"C5AB6";"Gastropoda";1;127.388535031847
"Formosa";2018;12;"AB";"C5AB7";"Gastropoda";2;254.777070063694
"Formosa";2018;12;"AB";"C5AB8";"Gastropoda";2;254.777070063694
"Formosa";2018;12;"AB";"C5AB9";"Gastropoda";0;0
"Bubaque";2018;12;"BI";"C5BI1";"Gastropoda";1;127.388535031847
"Bubaque";2018;12;"BI";"C5BI10";"Gastropoda";0;0
"Bubaque";2018;12;"BI";"C5BI11";"Gastropoda";0;0
"Bubaque";2018;12;"BI";"C5BI12";"Gastropoda";2;254.777070063694
"Bubaque";2018;12;"BI";"C5BI2";"Gastropoda";0;0
"Bubaque";2018;12;"BI";"C5BI3";"Gastropoda";0;0
"Bubaque";2018;12;"BI";"C5BI4";"Gastropoda";2;254.777070063694
"Bubaque";2018;12;"BI";"C5BI5";"Gastropoda";0;0
"Bubaque";2018;12;"BI";"C5BI6";"Gastropoda";5;636.942675159236
"Bubaque";2018;12;"BI";"C5BI7";"Gastropoda";0;0
"Bubaque";2018;12;"BI";"C5BI8";"Gastropoda";0;0
"Bubaque";2018;12;"BI";"C5BI9";"Gastropoda";3;382.165605095541
"Bubaque";2018;12;"BR";"C5BR1";"Gastropoda";0;0
"Bubaque";2018;12;"BR";"C5BR10";"Gastropoda";0;0
"Bubaque";2018;12;"BR";"C5BR11";"Gastropoda";0;0
"Bubaque";2018;12;"BR";"C5BR12";"Gastropoda";0;0
"Bubaque";2018;12;"BR";"C5BR2";"Gastropoda";0;0
"Bubaque";2018;12;"BR";"C5BR3";"Gastropoda";0;0
"Bubaque";2018;12;"BR";"C5BR4";"Gastropoda";0;0
"Bubaque";2018;12;"BR";"C5BR5";"Gastropoda";0;0
"Bubaque";2018;12;"BR";"C5BR6";"Gastropoda";0;0
"Bubaque";2018;12;"BR";"C5BR7";"Gastropoda";7;891.71974522293
"Bubaque";2018;12;"BR";"C5BR8";"Gastropoda";0;0
"Bubaque";2018;12;"BR";"C5BR9";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E1";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E10";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E11";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E12";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E2";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E3";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E4";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E5";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E6";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E7";"Gastropoda";1;127.388535031847
"Bubaque";2018;12;"E";"C5E8";"Gastropoda";0;0
"Bubaque";2018;12;"E";"C5E9";"Gastropoda";0;0
"Orango";2018;10;"AD";"C61T0";"Gastropoda";0;0
"Orango";2019;3;"AD";"C61T1";"Gastropoda";0;0
"Orango";2019;10;"AD";"C61T2";"Gastropoda";2;176.991150442478
"Orango";2018;10;"AD";"C62T0";"Gastropoda";0;0
"Orango";2019;3;"AD";"C62T1";"Gastropoda";2;176.991150442478
"Orango";2019;10;"AD";"C62T2";"Gastropoda";0;0
"Orango";2018;10;"AD";"C63T0";"Gastropoda";0;0
"Orango";2019;3;"AD";"C63T1";"Gastropoda";0;0
"Orango";2019;10;"AD";"C63T2";"Gastropoda";0;0
"Orango";2019;3;"AD";"C64T1";"Gastropoda";1;88.4955752212389
"Orango";2019;10;"AD";"C64T2";"Gastropoda";0;0
"Orango";2019;3;"AD";"C65T1";"Gastropoda";0;0
"Orango";2019;10;"AD";"C65T2";"Gastropoda";0;0
"Orango";2018;10;"AD";"C66T0";"Gastropoda";0;0
"Orango";2019;10;"AD";"C66T2";"Gastropoda";0;0
"Bubaque";2019;1;"BI";"C6BI1";"Gastropoda";0;0
"Bubaque";2019;1;"BI";"C6BI10";"Gastropoda";0;0
"Bubaque";2019;1;"BI";"C6BI11";"Gastropoda";0;0
"Bubaque";2019;1;"BI";"C6BI12";"Gastropoda";0;0
"Bubaque";2019;1;"BI";"C6BI2";"Gastropoda";1;127.388535031847
"Bubaque";2019;1;"BI";"C6BI3";"Gastropoda";1;127.388535031847
"Bubaque";2019;1;"BI";"C6BI4";"Gastropoda";1;127.388535031847
"Bubaque";2019;1;"BI";"C6BI5";"Gastropoda";2;254.777070063694
"Bubaque";2019;1;"BI";"C6BI6";"Gastropoda";2;254.777070063694
"Bubaque";2019;1;"BI";"C6BI7";"Gastropoda";5;636.942675159236
"Bubaque";2019;1;"BI";"C6BI8";"Gastropoda";0;0
"Bubaque";2019;1;"BI";"C6BI9";"Gastropoda";5;636.942675159236
"Bubaque";2019;1;"BR";"C6BR1";"Gastropoda";0;0
"Bubaque";2019;1;"BR";"C6BR10";"Gastropoda";4;509.554140127389
"Bubaque";2019;1;"BR";"C6BR11";"Gastropoda";1;127.388535031847
"Bubaque";2019;1;"BR";"C6BR12";"Gastropoda";1;127.388535031847
"Bubaque";2019;1;"BR";"C6BR2";"Gastropoda";0;0
"Bubaque";2019;1;"BR";"C6BR3";"Gastropoda";0;0
"Bubaque";2019;1;"BR";"C6BR4";"Gastropoda";0;0
"Bubaque";2019;1;"BR";"C6BR5";"Gastropoda";0;0
"Bubaque";2019;1;"BR";"C6BR6";"Gastropoda";1;127.388535031847
"Bubaque";2019;1;"BR";"C6BR7";"Gastropoda";0;0
"Bubaque";2019;1;"BR";"C6BR8";"Gastropoda";0;0
"Bubaque";2019;1;"BR";"C6BR9";"Gastropoda";2;254.777070063694
"Bubaque";2019;1;"E";"C6E1";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E10";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E11";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E12";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E2";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E3";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E4";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E5";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E6";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E7";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E8";"Gastropoda";0;0
"Bubaque";2019;1;"E";"C6E9";"Gastropoda";0;0
"Formosa";2019;3;"A";"C7A1";"Gastropoda";6;764.331210191083
"Formosa";2019;3;"A";"C7A10";"Gastropoda";0;0
"Formosa";2019;3;"A";"C7A11";"Gastropoda";20;2547.77070063694
"Formosa";2019;3;"A";"C7A12";"Gastropoda";20;2547.77070063694
"Formosa";2019;3;"A";"C7A2";"Gastropoda";9;1146.49681528662
"Formosa";2019;3;"A";"C7A3";"Gastropoda";1;127.388535031847
"Formosa";2019;3;"A";"C7A4";"Gastropoda";3;382.165605095541
"Formosa";2019;3;"A";"C7A5";"Gastropoda";0;0
"Formosa";2019;3;"A";"C7A6";"Gastropoda";5;636.942675159236
"Formosa";2019;3;"A";"C7A7";"Gastropoda";3;382.165605095541
"Formosa";2019;3;"A";"C7A8";"Gastropoda";0;0
"Formosa";2019;3;"A";"C7A9";"Gastropoda";0;0
"Formosa";2019;3;"AB";"C7AB1";"Gastropoda";14;1783.43949044586
"Formosa";2019;3;"AB";"C7AB10";"Gastropoda";0;0
"Formosa";2019;3;"AB";"C7AB11";"Gastropoda";1;127.388535031847
"Formosa";2019;3;"AB";"C7AB12";"Gastropoda";0;0
"Formosa";2019;3;"AB";"C7AB2";"Gastropoda";0;0
"Formosa";2019;3;"AB";"C7AB3";"Gastropoda";1;127.388535031847
"Formosa";2019;3;"AB";"C7AB4";"Gastropoda";5;636.942675159236
"Formosa";2019;3;"AB";"C7AB5";"Gastropoda";0;0
"Formosa";2019;3;"AB";"C7AB6";"Gastropoda";1;127.388535031847
"Formosa";2019;3;"AB";"C7AB7";"Gastropoda";0;0
"Formosa";2019;3;"AB";"C7AB8";"Gastropoda";0;0
"Formosa";2019;3;"AB";"C7AB9";"Gastropoda";2;254.777070063694
"Formosa";2019;4;"A";"C8A1";"Gastropoda";0;0
"Formosa";2019;4;"A";"C8A10";"Gastropoda";3;382.165605095541
"Formosa";2019;4;"A";"C8A11";"Gastropoda";0;0
"Formosa";2019;4;"A";"C8A12";"Gastropoda";0;0
"Formosa";2019;4;"A";"C8A2";"Gastropoda";4;509.554140127389
"Formosa";2019;4;"A";"C8A3";"Gastropoda";0;0
"Formosa";2019;4;"A";"C8A4";"Gastropoda";0;0
"Formosa";2019;4;"A";"C8A5";"Gastropoda";2;254.777070063694
"Formosa";2019;4;"A";"C8A6";"Gastropoda";4;509.554140127389
"Formosa";2019;4;"A";"C8A7";"Gastropoda";12;1528.66242038217
"Formosa";2019;4;"A";"C8A8";"Gastropoda";2;254.777070063694
"Formosa";2019;4;"A";"C8A9";"Gastropoda";0;0
"Formosa";2019;4;"AB";"C8AB1";"Gastropoda";0;0
"Formosa";2019;4;"AB";"C8AB10";"Gastropoda";2;254.777070063694
"Formosa";2019;4;"AB";"C8AB11";"Gastropoda";1;127.388535031847
"Formosa";2019;4;"AB";"C8AB12";"Gastropoda";3;382.165605095541
"Formosa";2019;4;"AB";"C8AB2";"Gastropoda";0;0
"Formosa";2019;4;"AB";"C8AB3";"Gastropoda";0;0
"Formosa";2019;4;"AB";"C8AB4";"Gastropoda";0;0
"Formosa";2019;4;"AB";"C8AB5";"Gastropoda";4;509.554140127389
"Formosa";2019;4;"AB";"C8AB6";"Gastropoda";1;127.388535031847
"Formosa";2019;4;"AB";"C8AB7";"Gastropoda";0;0
"Formosa";2019;4;"AB";"C8AB8";"Gastropoda";1;127.388535031847
"Formosa";2019;4;"AB";"C8AB9";"Gastropoda";0;0
"Bubaque";2019;4;"BI";"C9BI1";"Gastropoda";1;127.388535031847
"Bubaque";2019;4;"BI";"C9BI10";"Gastropoda";0;0
"Bubaque";2019;4;"BI";"C9BI11";"Gastropoda";1;127.388535031847
"Bubaque";2019;4;"BI";"C9BI12";"Gastropoda";0;0
"Bubaque";2019;4;"BI";"C9BI2";"Gastropoda";0;0
"Bubaque";2019;4;"BI";"C9BI3";"Gastropoda";2;254.777070063694
"Bubaque";2019;4;"BI";"C9BI4";"Gastropoda";0;0
"Bubaque";2019;4;"BI";"C9BI5";"Gastropoda";0;0
"Bubaque";2019;4;"BI";"C9BI6";"Gastropoda";3;382.165605095541
"Bubaque";2019;4;"BI";"C9BI7";"Gastropoda";0;0
"Bubaque";2019;4;"BI";"C9BI8";"Gastropoda";1;127.388535031847
"Bubaque";2019;4;"BI";"C9BI9";"Gastropoda";0;0
"Bubaque";2019;4;"BR";"C9BR1";"Gastropoda";0;0
"Bubaque";2019;4;"BR";"C9BR10";"Gastropoda";4;509.554140127389
"Bubaque";2019;4;"BR";"C9BR11";"Gastropoda";0;0
"Bubaque";2019;4;"BR";"C9BR12";"Gastropoda";1;127.388535031847
"Bubaque";2019;4;"BR";"C9BR2";"Gastropoda";0;0
"Bubaque";2019;4;"BR";"C9BR3";"Gastropoda";0;0
"Bubaque";2019;4;"BR";"C9BR4";"Gastropoda";0;0
"Bubaque";2019;4;"BR";"C9BR5";"Gastropoda";0;0
"Bubaque";2019;4;"BR";"C9BR6";"Gastropoda";1;127.388535031847
"Bubaque";2019;4;"BR";"C9BR7";"Gastropoda";0;0
"Bubaque";2019;4;"BR";"C9BR8";"Gastropoda";2;254.777070063694
"Bubaque";2019;4;"BR";"C9BR9";"Gastropoda";1;127.388535031847
"Bubaque";2019;4;"E";"C9E1";"Gastropoda";0;0
"Bubaque";2019;4;"E";"C9E10";"Gastropoda";0;0
"Bubaque";2019;4;"E";"C9E11";"Gastropoda";0;0
"Bubaque";2019;4;"E";"C9E12";"Gastropoda";2;254.777070063694
"Bubaque";2019;4;"E";"C9E2";"Gastropoda";0;0
"Bubaque";2019;4;"E";"C9E3";"Gastropoda";0;0
"Bubaque";2019;4;"E";"C9E4";"Gastropoda";0;0
"Bubaque";2019;4;"E";"C9E5";"Gastropoda";0;0
"Bubaque";2019;4;"E";"C9E6";"Gastropoda";0;0
"Bubaque";2019;4;"E";"C9E7";"Gastropoda";0;0
"Bubaque";2019;4;"E";"C9E8";"Gastropoda";0;0
"Bubaque";2019;4;"E";"C9E9";"Gastropoda";0;0
"Formosa";2018;1;"A";"CA1";"Gastropoda";0;0
"Formosa";2018;1;"A";"CA2";"Gastropoda";0;0
"Formosa";2018;1;"A";"CA3";"Gastropoda";0;0
"Formosa";2018;1;"A";"CA4";"Gastropoda";0;0
"Formosa";2018;1;"A";"CA5";"Gastropoda";0;0
"Formosa";2018;1;"A";"CA6";"Gastropoda";0;0
"Formosa";2018;1;"A";"CA7";"Gastropoda";0;0
"Formosa";2018;1;"A";"CA8";"Gastropoda";1;127.388535031847
"Formosa";2018;1;"AB";"CAB1";"Gastropoda";0;0
"Formosa";2018;1;"AB";"CAB2";"Gastropoda";0;0
"Formosa";2018;1;"AB";"CAB3";"Gastropoda";6;764.331210191083
"Formosa";2018;1;"AB";"CAB4";"Gastropoda";2;254.777070063694
"Formosa";2018;1;"AB";"CAB5";"Gastropoda";0;0
"Formosa";2018;1;"AB";"CAB6";"Gastropoda";0;0
"Formosa";2018;1;"AB";"CAB7";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI1";"Gastropoda";5;636.942675159236
"Bubaque";2018;2;"BI";"CBI10";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI11";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI12";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI13";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI14";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI15";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI16";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI2";"Gastropoda";5;636.942675159236
"Bubaque";2018;2;"BI";"CBI3";"Gastropoda";16;2038.21656050955
"Bubaque";2018;2;"BI";"CBI4";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI5";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI6";"Gastropoda";0;0
"Bubaque";2018;2;"BI";"CBI7";"Gastropoda";1;127.388535031847
"Bubaque";2018;2;"BI";"CBI8";"Gastropoda";3;382.165605095541
"Bubaque";2018;2;"BI";"CBI9";"Gastropoda";2;254.777070063694
"Bubaque";2018;2;"BR";"CBR1";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR10";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR11";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR12";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR13";"Gastropoda";6;764.331210191083
"Bubaque";2018;2;"BR";"CBR14";"Gastropoda";4;509.554140127389
"Bubaque";2018;2;"BR";"CBR15";"Gastropoda";7;891.71974522293
"Bubaque";2018;2;"BR";"CBR16";"Gastropoda";3;382.165605095541
"Bubaque";2018;2;"BR";"CBR2";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR3";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR4";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR5";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR6";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR7";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR8";"Gastropoda";0;0
"Bubaque";2018;2;"BR";"CBR9";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE1";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE10";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE11";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE12";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE13";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE14";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE15";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE16";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE2";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE3";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE4";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE5";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE6";"Gastropoda";2;254.777070063694
"Bubaque";2018;2;"E";"CE7";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE8";"Gastropoda";0;0
"Bubaque";2018;2;"E";"CE9";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_6_1";"Gastropoda";1;88.4955752212389
"Orango";2019;2;"AD";"JP_6_10";"Gastropoda";1;88.4955752212389
"Orango";2019;2;"AD";"JP_6_2";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_6_3";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_6_4";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_6_5";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_6_6";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_6_7";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_6_8";"Gastropoda";1;88.4955752212389
"Orango";2019;2;"AD";"JP_6_9";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_9_1";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_9_10";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_9_2";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_9_3";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_9_4";"Gastropoda";1;88.4955752212389
"Orango";2019;2;"AD";"JP_9_5";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_9_6";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_9_7";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_9_8";"Gastropoda";0;0
"Orango";2019;2;"AD";"JP_9_9";"Gastropoda";2;176.991150442478
"Bubaque";2020;1;"BI";"C10BI1";"Malacostraca";1;127.388535031847
"Bubaque";2020;1;"BI";"C10BI10";"Malacostraca";1;127.388535031847
"Bubaque";2020;1;"BI";"C10BI11";"Malacostraca";2;254.777070063694
"Bubaque";2020;1;"BI";"C10BI12";"Malacostraca";1;127.388535031847
"Bubaque";2020;1;"BI";"C10BI2";"Malacostraca";4;509.554140127389
"Bubaque";2020;1;"BI";"C10BI3";"Malacostraca";0;0
"Bubaque";2020;1;"BI";"C10BI4";"Malacostraca";1;127.388535031847
"Bubaque";2020;1;"BI";"C10BI5";"Malacostraca";0;0
"Bubaque";2020;1;"BI";"C10BI6";"Malacostraca";0;0
"Bubaque";2020;1;"BI";"C10BI7";"Malacostraca";2;254.777070063694
"Bubaque";2020;1;"BI";"C10BI8";"Malacostraca";1;127.388535031847
"Bubaque";2020;1;"BI";"C10BI9";"Malacostraca";1;127.388535031847
"Bubaque";2020;1;"E";"C10E1";"Malacostraca";0;0
"Bubaque";2020;1;"E";"C10E10";"Malacostraca";0;0
"Bubaque";2020;1;"E";"C10E11";"Malacostraca";0;0
"Bubaque";2020;1;"E";"C10E12";"Malacostraca";0;0
"Bubaque";2020;1;"E";"C10E2";"Malacostraca";2;254.777070063694
"Bubaque";2020;1;"E";"C10E3";"Malacostraca";0;0
"Bubaque";2020;1;"E";"C10E4";"Malacostraca";0;0
"Bubaque";2020;1;"E";"C10E5";"Malacostraca";0;0
"Bubaque";2020;1;"E";"C10E6";"Malacostraca";0;0
"Bubaque";2020;1;"E";"C10E7";"Malacostraca";0;0
"Bubaque";2020;1;"E";"C10E8";"Malacostraca";0;0
"Bubaque";2020;1;"E";"C10E9";"Malacostraca";0;0
"Formosa";2020;2;"A";"C11A1";"Malacostraca";0;0
"Formosa";2020;2;"A";"C11A10";"Malacostraca";0;0
"Formosa";2020;2;"A";"C11A11";"Malacostraca";1;127.388535031847
"Formosa";2020;2;"A";"C11A12";"Malacostraca";2;254.777070063694
"Formosa";2020;2;"A";"C11A2";"Malacostraca";0;0
"Formosa";2020;2;"A";"C11A3";"Malacostraca";0;0
"Formosa";2020;2;"A";"C11A4";"Malacostraca";0;0
"Formosa";2020;2;"A";"C11A5";"Malacostraca";0;0
"Formosa";2020;2;"A";"C11A6";"Malacostraca";0;0
"Formosa";2020;2;"A";"C11A7";"Malacostraca";0;0
"Formosa";2020;2;"A";"C11A8";"Malacostraca";7;891.71974522293
"Formosa";2020;2;"A";"C11A9";"Malacostraca";7;891.71974522293
"Formosa";2020;2;"AB";"C11AB1";"Malacostraca";0;0
"Formosa";2020;2;"AB";"C11AB10";"Malacostraca";3;382.165605095541
"Formosa";2020;2;"AB";"C11AB11";"Malacostraca";0;0
"Formosa";2020;2;"AB";"C11AB12";"Malacostraca";0;0
"Formosa";2020;2;"AB";"C11AB2";"Malacostraca";0;0
"Formosa";2020;2;"AB";"C11AB3";"Malacostraca";1;127.388535031847
"Formosa";2020;2;"AB";"C11AB4";"Malacostraca";0;0
"Formosa";2020;2;"AB";"C11AB5";"Malacostraca";1;127.388535031847
"Formosa";2020;2;"AB";"C11AB6";"Malacostraca";1;127.388535031847
