"island";"year";"month";"site";"coreID";"class1";"family";"x";"dens"
"Formosa";2020;2;"A";"C11A1";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"A";"C11A10";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"A";"C11A11";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"A";"C11A12";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"A";"C11A2";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"A";"C11A3";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"A";"C11A4";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"A";"C11A5";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"A";"C11A6";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"A";"C11A7";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"A";"C11A8";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2020;2;"A";"C11A9";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"AB";"C11AB1";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"AB";"C11AB10";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"AB";"C11AB11";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"AB";"C11AB12";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"AB";"C11AB2";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"AB";"C11AB3";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"AB";"C11AB4";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"AB";"C11AB5";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;2;"AB";"C11AB6";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2020;2;"AB";"C11AB7";"Bivalvia";"Lucinidae";2;254.777070063694
"Formosa";2020;2;"AB";"C11AB8";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2020;2;"AB";"C11AB9";"Bivalvia";"Lucinidae";0;0
"Orango";2018;10;"AD";"C11T0";"Bivalvia";"Lucinidae";3;265.486725663717
"Orango";2019;3;"AD";"C11T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C11T2";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;3;"AB";"C12AB1";"Bivalvia";"Lucinidae";6;764.331210191083
"Formosa";2020;3;"AB";"C12AB10";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;3;"AB";"C12AB11";"Bivalvia";"Lucinidae";2;254.777070063694
"Formosa";2020;3;"AB";"C12AB12";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;3;"AB";"C12AB2";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;3;"AB";"C12AB3";"Bivalvia";"Lucinidae";2;254.777070063694
"Formosa";2020;3;"AB";"C12AB4";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;3;"AB";"C12AB5";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;3;"AB";"C12AB6";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;3;"AB";"C12AB7";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;3;"AB";"C12AB8";"Bivalvia";"Lucinidae";0;0
"Formosa";2020;3;"AB";"C12AB9";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"BI";"C12BI1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"BI";"C12BI10";"Bivalvia";"Lucinidae";1;127.388535031847
"Bubaque";2020;3;"BI";"C12BI11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"BI";"C12BI12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"BI";"C12BI2";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"BI";"C12BI3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"BI";"C12BI4";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"BI";"C12BI5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"BI";"C12BI6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"BI";"C12BI7";"Bivalvia";"Lucinidae";1;127.388535031847
"Bubaque";2020;3;"BI";"C12BI8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"BI";"C12BI9";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E10";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E2";"Bivalvia";"Lucinidae";1;127.388535031847
"Bubaque";2020;3;"E";"C12E3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E4";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E7";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2020;3;"E";"C12E9";"Bivalvia";"Lucinidae";0;0
"Orango";2018;10;"AD";"C12T0";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C12T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C12T2";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;3;"AD";"C13T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C13T2";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;10;"AD";"C14T2";"Bivalvia";"Lucinidae";4;353.982300884956
"Orango";2019;3;"AD";"C15T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C15T2";"Bivalvia";"Lucinidae";0;0
"Orango";2018;10;"AD";"C16T0";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;3;"AD";"C16T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C16T2";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C21T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C21T2";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2018;10;"AD";"C22T0";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;3;"AD";"C22T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C22T2";"Bivalvia";"Lucinidae";2;176.991150442478
"Orango";2019;10;"AD";"C23T2";"Bivalvia";"Lucinidae";2;176.991150442478
"Orango";2018;10;"AD";"C24T0";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C24T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C24T2";"Bivalvia";"Lucinidae";3;265.486725663717
"Orango";2018;10;"AD";"C25T0";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C25T1";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;10;"AD";"C25T2";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;3;"AD";"C26T1";"Bivalvia";"Lucinidae";4;353.982300884956
"Orango";2019;10;"AD";"C26T2";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A1";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A10";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A11";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A12";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;2;"A";"C2A13";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A14";"Bivalvia";"Lucinidae";2;254.777070063694
"Formosa";2018;2;"A";"C2A15";"Bivalvia";"Lucinidae";2;254.777070063694
"Formosa";2018;2;"A";"C2A16";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;2;"A";"C2A2";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A3";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A4";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A5";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A6";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A7";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A8";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"A";"C2A9";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"AB";"C2AB1";"Bivalvia";"Lucinidae";4;509.554140127389
"Formosa";2018;2;"AB";"C2AB10";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;2;"AB";"C2AB11";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"AB";"C2AB12";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"AB";"C2AB13";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"AB";"C2AB14";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"AB";"C2AB15";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"AB";"C2AB16";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;2;"AB";"C2AB2";"Bivalvia";"Lucinidae";8;1019.10828025478
"Formosa";2018;2;"AB";"C2AB3";"Bivalvia";"Lucinidae";2;254.777070063694
"Formosa";2018;2;"AB";"C2AB4";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;2;"AB";"C2AB5";"Bivalvia";"Lucinidae";2;254.777070063694
"Formosa";2018;2;"AB";"C2AB6";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"AB";"C2AB7";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"AB";"C2AB8";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;2;"AB";"C2AB9";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI10";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI13";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI14";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI15";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI16";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI2";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI4";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI7";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BI";"C2BI9";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR10";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR13";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR14";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR15";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR16";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR2";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR4";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR7";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"BR";"C2BR9";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E10";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E13";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E14";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E15";"Bivalvia";"Lucinidae";1;127.388535031847
"Bubaque";2018;3;"E";"C2E16";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E2";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E4";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E7";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;3;"E";"C2E9";"Bivalvia";"Lucinidae";0;0
"Orango";2018;10;"AD";"C31T0";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C31T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C31T2";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2018;10;"AD";"C32T0";"Bivalvia";"Lucinidae";3;265.486725663717
"Orango";2019;3;"AD";"C32T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C32T2";"Bivalvia";"Lucinidae";3;265.486725663717
"Orango";2018;10;"AD";"C33T0";"Bivalvia";"Lucinidae";3;265.486725663717
"Orango";2019;3;"AD";"C33T1";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;10;"AD";"C33T2";"Bivalvia";"Lucinidae";4;353.982300884956
"Orango";2019;3;"AD";"C34T1";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;10;"AD";"C34T2";"Bivalvia";"Lucinidae";2;176.991150442478
"Orango";2019;3;"AD";"C35T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C35T2";"Bivalvia";"Lucinidae";3;265.486725663717
"Orango";2019;3;"AD";"C36T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C36T2";"Bivalvia";"Lucinidae";4;353.982300884956
"Formosa";2018;10;"A";"C3A1";"Bivalvia";"Lucinidae";3;382.165605095541
"Formosa";2018;10;"A";"C3A10";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;10;"A";"C3A11";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;10;"A";"C3A12";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;10;"A";"C3A2";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;10;"A";"C3A3";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;10;"A";"C3A4";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;10;"A";"C3A5";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;10;"A";"C3A6";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;10;"A";"C3A7";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;10;"A";"C3A8";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;10;"A";"C3A9";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;11;"AB";"C3AB1";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;11;"AB";"C3AB10";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;11;"AB";"C3AB11";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;11;"AB";"C3AB12";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;11;"AB";"C3AB2";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;11;"AB";"C3AB3";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;11;"AB";"C3AB4";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;11;"AB";"C3AB5";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;11;"AB";"C3AB6";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;11;"AB";"C3AB7";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;11;"AB";"C3AB8";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;11;"AB";"C3AB9";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI10";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI2";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI4";"Bivalvia";"Lucinidae";1;127.388535031847
"Bubaque";2018;10;"BI";"C3BI5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI7";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BI";"C3BI9";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR10";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR2";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR4";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR7";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"BR";"C3BR9";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E10";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E2";"Bivalvia";"Lucinidae";2;254.777070063694
"Bubaque";2018;10;"E";"C3E3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E4";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E7";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;10;"E";"C3E9";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C41T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C41T2";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2018;10;"AD";"C42T0";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C42T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C42T2";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C43T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C43T2";"Bivalvia";"Lucinidae";2;176.991150442478
"Orango";2018;10;"AD";"C44T0";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;10;"AD";"C44T2";"Bivalvia";"Lucinidae";2;176.991150442478
"Orango";2019;3;"AD";"C45T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C45T2";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2018;10;"AD";"C46T0";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C46T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C46T2";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI10";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI2";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI4";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI7";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BI";"C4BI9";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR10";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR2";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR4";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR7";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"BR";"C4BR9";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E1";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E10";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E11";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E12";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E2";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E3";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E4";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E5";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E6";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E7";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E8";"Bivalvia";"Lucinidae";0;0
"Bubaque";2018;11;"E";"C4E9";"Bivalvia";"Lucinidae";0;0
"Orango";2018;10;"AD";"C51T0";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C51T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C51T2";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2018;10;"AD";"C52T0";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C52T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C52T2";"Bivalvia";"Lucinidae";2;176.991150442478
"Orango";2018;10;"AD";"C53T0";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C53T1";"Bivalvia";"Lucinidae";0;0
"Orango";2019;10;"AD";"C53T2";"Bivalvia";"Lucinidae";3;265.486725663717
"Orango";2018;10;"AD";"C54T0";"Bivalvia";"Lucinidae";0;0
"Orango";2019;3;"AD";"C54T1";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;10;"AD";"C54T2";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2018;10;"AD";"C55T0";"Bivalvia";"Lucinidae";1;88.4955752212389
"Orango";2019;3;"AD";"C55T1";"Bivalvia";"Lucinidae";3;265.486725663717
"Orango";2019;10;"AD";"C55T2";"Bivalvia";"Lucinidae";2;176.991150442478
"Orango";2019;10;"AD";"C56T2";"Bivalvia";"Lucinidae";5;442.477876106195
"Formosa";2018;12;"A";"C5A1";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"A";"C5A10";"Bivalvia";"Lucinidae";4;509.554140127389
"Formosa";2018;12;"A";"C5A11";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"A";"C5A12";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"A";"C5A2";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"A";"C5A3";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"A";"C5A4";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"A";"C5A5";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"A";"C5A6";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"A";"C5A7";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"A";"C5A8";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;12;"A";"C5A9";"Bivalvia";"Lucinidae";2;254.777070063694
"Formosa";2018;12;"AB";"C5AB1";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"AB";"C5AB10";"Bivalvia";"Lucinidae";1;127.388535031847
"Formosa";2018;12;"AB";"C5AB11";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"AB";"C5AB12";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"AB";"C5AB2";"Bivalvia";"Lucinidae";0;0
"Formosa";2018;12;"AB";"C5AB3";"Bivalvia";"Lucinidae";2;254.777070063694
"Formosa";2018;12;"AB";"C5AB4";"Bivalvia";"Lucinidae";0;0
